captured_at,match_date,event_id,kickoff_at,snapshot_kind,bookmaker,competition,home_team,away_team,market,line,side,odds_decimal,source,notes
2026-08-21T15:46:01Z,2026-08-21,72221154,2026-08-21T19:00:00Z,live_capture,Bet365,Premier League,Arsenal FC,Coventry City,MATCH_SHOTS,24.5,over,1.8000,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-21,72221154,2026-08-21T19:00:00Z,live_capture,Bet365,Premier League,Arsenal FC,Coventry City,MATCH_SHOTS,24.5,under,1.9090,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-22,72221160,2026-08-22T14:00:00Z,live_capture,Bet365,Premier League,Ipswich Town,Sunderland AFC,MATCH_SHOTS,25.5,over,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-22,72221160,2026-08-22T14:00:00Z,live_capture,Bet365,Premier League,Ipswich Town,Sunderland AFC,MATCH_SHOTS,25.5,under,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-22,72221162,2026-08-22T14:00:00Z,live_capture,Bet365,Premier League,Nottingham Forest,Leeds United,MATCH_SHOTS,25.5,over,1.7270,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-22,72221162,2026-08-22T14:00:00Z,live_capture,Bet365,Premier League,Nottingham Forest,Leeds United,MATCH_SHOTS,25.5,under,2.0000,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-22,72221164,2026-08-22T16:30:00Z,live_capture,Bet365,Premier League,Brentford FC,Tottenham Hotspur,MATCH_SHOTS,26.5,over,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-22,72221164,2026-08-22T16:30:00Z,live_capture,Bet365,Premier League,Brentford FC,Tottenham Hotspur,MATCH_SHOTS,26.5,under,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-23,72221168,2026-08-23T13:00:00Z,live_capture,Bet365,Premier League,Manchester City,AFC Bournemouth,MATCH_SHOTS,28.5,over,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-23,72221168,2026-08-23T13:00:00Z,live_capture,Bet365,Premier League,Manchester City,AFC Bournemouth,MATCH_SHOTS,28.5,under,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-23,72221170,2026-08-23T15:30:00Z,live_capture,Bet365,Premier League,Newcastle United,Liverpool FC,MATCH_SHOTS,25.5,over,1.7270,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-23,72221170,2026-08-23T15:30:00Z,live_capture,Bet365,Premier League,Newcastle United,Liverpool FC,MATCH_SHOTS,25.5,under,2.0000,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-24,72221172,2026-08-24T19:00:00Z,live_capture,Bet365,Premier League,Fulham FC,Chelsea FC,MATCH_SHOTS,26.5,over,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-24,72221172,2026-08-24T19:00:00Z,live_capture,Bet365,Premier League,Fulham FC,Chelsea FC,MATCH_SHOTS,26.5,under,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-22,72221156,2026-08-22T11:30:00Z,live_capture,Bet365,Premier League,Hull City,Manchester United,MATCH_SHOTS,25.5,over,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-22,72221156,2026-08-22T11:30:00Z,live_capture,Bet365,Premier League,Hull City,Manchester United,MATCH_SHOTS,25.5,under,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-22,72221158,2026-08-22T14:00:00Z,live_capture,Bet365,Premier League,Everton FC,Crystal Palace,MATCH_SHOTS,24.5,over,1.9090,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-22,72221158,2026-08-22T14:00:00Z,live_capture,Bet365,Premier League,Everton FC,Crystal Palace,MATCH_SHOTS,24.5,under,1.8000,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-23,72221166,2026-08-23T13:00:00Z,live_capture,Bet365,Premier League,Brighton & Hove Albion,Aston Villa,MATCH_SHOTS,25.5,over,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:01Z,2026-08-23,72221166,2026-08-23T13:00:00Z,live_capture,Bet365,Premier League,Brighton & Hove Albion,Aston Villa,MATCH_SHOTS,25.5,under,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-22,71944898,2026-08-22T16:30:00Z,live_capture,Bet365,Serie A,Inter Milano,AC Monza,MATCH_SHOTS,28.5,over,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-22,71944898,2026-08-22T16:30:00Z,live_capture,Bet365,Serie A,Inter Milano,AC Monza,MATCH_SHOTS,28.5,under,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-22,71944896,2026-08-22T18:45:00Z,live_capture,Bet365,Serie A,Genoa CFC,SSC Napoli,MATCH_SHOTS,24.5,over,1.8000,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-22,71944896,2026-08-22T18:45:00Z,live_capture,Bet365,Serie A,Genoa CFC,SSC Napoli,MATCH_SHOTS,24.5,under,1.9090,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-23,71944894,2026-08-23T16:30:00Z,live_capture,Bet365,Serie A,Frosinone Calcio,Juventus Turin,MATCH_SHOTS,25.5,over,1.9090,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-23,71944894,2026-08-23T16:30:00Z,live_capture,Bet365,Serie A,Frosinone Calcio,Juventus Turin,MATCH_SHOTS,25.5,under,1.8000,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-23,71944908,2026-08-23T16:30:00Z,live_capture,Bet365,Serie A,Venezia FC,US Lecce,MATCH_SHOTS,25.5,over,2.0000,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-23,71944908,2026-08-23T16:30:00Z,live_capture,Bet365,Serie A,Venezia FC,US Lecce,MATCH_SHOTS,25.5,under,1.7270,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-23,71944904,2026-08-23T18:45:00Z,live_capture,Bet365,Serie A,Torino FC,AC Milan,MATCH_SHOTS,24.5,over,1.7270,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-23,71944904,2026-08-23T18:45:00Z,live_capture,Bet365,Serie A,Torino FC,AC Milan,MATCH_SHOTS,24.5,under,2.0000,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-24,71944902,2026-08-24T18:45:00Z,live_capture,Bet365,Serie A,AS Roma,ACF Fiorentina,MATCH_SHOTS,25.5,over,1.8000,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-24,71944902,2026-08-24T18:45:00Z,live_capture,Bet365,Serie A,AS Roma,ACF Fiorentina,MATCH_SHOTS,25.5,under,1.9090,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-22,71944906,2026-08-22T16:30:00Z,live_capture,Bet365,Serie A,Udinese Calcio,Como 1907,MATCH_SHOTS,23.5,over,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-22,71944906,2026-08-22T16:30:00Z,live_capture,Bet365,Serie A,Udinese Calcio,Como 1907,MATCH_SHOTS,23.5,under,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-22,71944900,2026-08-22T18:45:00Z,live_capture,Bet365,Serie A,Parma Calcio,Cagliari Calcio,MATCH_SHOTS,24.5,over,1.9090,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-22,71944900,2026-08-22T18:45:00Z,live_capture,Bet365,Serie A,Parma Calcio,Cagliari Calcio,MATCH_SHOTS,24.5,under,1.8000,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-23,71944890,2026-08-23T18:45:00Z,live_capture,Bet365,Serie A,Atalanta BC,Sassuolo Calcio,MATCH_SHOTS,26.5,over,1.9090,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-23,71944890,2026-08-23T18:45:00Z,live_capture,Bet365,Serie A,Atalanta BC,Sassuolo Calcio,MATCH_SHOTS,26.5,under,1.8000,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-24,71944892,2026-08-24T16:30:00Z,live_capture,Bet365,Serie A,Bologna FC,Lazio Rome,MATCH_SHOTS,22.5,over,1.7270,odds_api_io,market=Match Shots
2026-08-21T15:46:02Z,2026-08-24,71944892,2026-08-24T16:30:00Z,live_capture,Bet365,Serie A,Bologna FC,Lazio Rome,MATCH_SHOTS,22.5,under,2.0000,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-22,72478494,2026-08-22T19:30:00Z,live_capture,Bet365,La Liga,Espanyol Barcelona,Real Madrid,MATCH_SHOTS,26.5,over,1.8000,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-22,72478494,2026-08-22T19:30:00Z,live_capture,Bet365,La Liga,Espanyol Barcelona,Real Madrid,MATCH_SHOTS,26.5,under,1.9090,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-24,72478498,2026-08-24T19:30:00Z,live_capture,Bet365,La Liga,Malaga CF,RC Deportivo de La Coruna,MATCH_SHOTS,23.5,over,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-24,72478498,2026-08-24T19:30:00Z,live_capture,Bet365,La Liga,Malaga CF,RC Deportivo de La Coruna,MATCH_SHOTS,23.5,under,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-23,72478488,2026-08-23T15:00:00Z,live_capture,Bet365,La Liga,Atletico Madrid,Villarreal CF,MATCH_SHOTS,25.5,over,1.9090,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-23,72478488,2026-08-23T15:00:00Z,live_capture,Bet365,La Liga,Atletico Madrid,Villarreal CF,MATCH_SHOTS,25.5,under,1.8000,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-23,72478496,2026-08-23T17:30:00Z,live_capture,Bet365,La Liga,Getafe CF,Racing Santander,MATCH_SHOTS,21.5,over,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-23,72478496,2026-08-23T17:30:00Z,live_capture,Bet365,La Liga,Getafe CF,Racing Santander,MATCH_SHOTS,21.5,under,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-23,72478492,2026-08-23T19:30:00Z,live_capture,Bet365,La Liga,Elche CF,FC Barcelona,MATCH_SHOTS,28.5,over,1.9090,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-23,72478492,2026-08-23T19:30:00Z,live_capture,Bet365,La Liga,Elche CF,FC Barcelona,MATCH_SHOTS,28.5,under,1.8000,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-24,72478500,2026-08-24T17:30:00Z,live_capture,Bet365,La Liga,CA Osasuna,Levante UD,MATCH_SHOTS,25.5,over,1.8000,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-24,72478500,2026-08-24T17:30:00Z,live_capture,Bet365,La Liga,CA Osasuna,Levante UD,MATCH_SHOTS,25.5,under,1.9090,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-21,72478490,2026-08-21T19:00:00Z,live_capture,Bet365,La Liga,Real Betis Seville,Real Sociedad San Sebastian,MATCH_SHOTS,26.5,over,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-21,72478490,2026-08-21T19:00:00Z,live_capture,Bet365,La Liga,Real Betis Seville,Real Sociedad San Sebastian,MATCH_SHOTS,26.5,under,1.8330,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-22,72478486,2026-08-22T15:00:00Z,live_capture,Bet365,La Liga,Athletic Bilbao,Sevilla FC,MATCH_SHOTS,23.5,over,1.7270,odds_api_io,market=Match Shots
2026-08-21T15:46:03Z,2026-08-22,72478486,2026-08-22T15:00:00Z,live_capture,Bet365,La Liga,Athletic Bilbao,Sevilla FC,MATCH_SHOTS,23.5,under,2.0000,odds_api_io,market=Match Shots
